번호,기준연월,기준일_범위,이용자구분,단체구분,이용자수
1271,2018-05,14일~20일,대학생,개인,7
1272,2018-05,14일~20일,성인,개인,33
1273,2018-05,01일~06일,청소년,개인,2
1274,2018-05,01일~06일,청소년,단체,89
1275,2018-05,01일~06일,대학생,개인,2
1276,2018-05,01일~06일,성인,개인,13
1277,2018-05,21일~27일,어린이,개인,10
1278,2018-05,21일~27일,어린이,단체,62
1279,2018-05,21일~27일,청소년,개인,19
1280,2018-05,21일~27일,청소년,단체,71
1281,2018-05,21일~27일,대학생,개인,5
1282,2018-05,21일~27일,성인,개인,22
1283,2018-05,28일~31일,어린이,개인,1
1284,2018-05,28일~31일,청소년,개인,6
1285,2018-05,28일~31일,청소년,단체,121
1286,2018-05,28일~31일,대학생,개인,1
1287,2018-05,28일~31일,대학생,단체,19
1288,2018-05,28일~31일,성인,개인,8
1289,2018-05,07일~13일,어린이,개인,8
1290,2018-05,07일~13일,청소년,개인,8
1291,2018-05,07일~13일,청소년,단체,114
1292,2018-05,07일~13일,대학생,개인,5
1293,2018-05,07일~13일,대학생,단체,106
1294,2018-05,07일~13일,성인,개인,23
1295,2018-06,11일~17일,어린이,개인,2
1296,2018-06,11일~17일,청소년,단체,115
1297,2018-06,11일~17일,대학생,개인,7
1298,2018-06,11일~17일,성인,개인,22
1299,2018-06,18일~24일,어린이,개인,3
1300,2018-06,18일~24일,어린이,단체,80
1301,2018-06,18일~24일,청소년,개인,7
1302,2018-06,18일~24일,청소년,단체,78
1303,2018-06,18일~24일,대학생,개인,18
1304,2018-06,18일~24일,성인,개인,18
1305,2018-06,18일~24일,성인,단체,10
1306,2018-06,01일~03일,어린이,개인,2
1307,2018-06,01일~03일,청소년,개인,4
1308,2018-06,01일~03일,청소년,단체,43
1309,2018-06,01일~03일,대학생,개인,7
1310,2018-06,01일~03일,성인,개인,19
1311,2018-06,25일~30일,어린이,개인,7
1312,2018-06,25일~30일,대학생,개인,9
1313,2018-06,25일~30일,성인,개인,19
1314,2018-06,04일~10일,어린이,개인,4
1315,2018-06,04일~10일,청소년,개인,2
1316,2018-06,04일~10일,청소년,단체,38
1317,2018-06,04일~10일,대학생,개인,10
1318,2018-06,04일~10일,대학생,단체,32
1319,2018-06,04일~10일,성인,개인,18
1320,2018-07,16일~22일,어린이,개인,6
1321,2018-07,16일~22일,어린이,단체,39
1322,2018-07,16일~22일,청소년,개인,12
1323,2018-07,16일~22일,청소년,단체,42
1324,2018-07,16일~22일,대학생,개인,6
1325,2018-07,16일~22일,성인,개인,31
1326,2018-07,16일~22일,성인,단체,39
1327,2018-07,1일,대학생,개인,2
1328,2018-07,1일,성인,개인,6
1329,2018-07,23일~29일,어린이,개인,95
1330,2018-07,23일~29일,청소년,개인,43
1331,2018-07,23일~29일,청소년,단체,34
1332,2018-07,23일~29일,대학생,개인,3
1333,2018-07,23일~29일,대학생,단체,26
1334,2018-07,23일~29일,성인,개인,89
1335,2018-07,02일~08일,어린이,개인,3
1336,2018-07,02일~08일,어린이,단체,14
1337,2018-07,02일~08일,청소년,개인,1
1338,2018-07,02일~08일,청소년,단체,100
1339,2018-07,02일~08일,대학생,개인,3
1340,2018-07,02일~08일,성인,개인,32
1341,2018-07,30일~31일,어린이,개인,7
1342,2018-07,30일~31일,청소년,개인,8
1343,2018-07,30일~31일,성인,개인,6
1344,2018-07,09일~15일,어린이,개인,7
1345,2018-07,09일~15일,청소년,개인,7
1346,2018-07,09일~15일,청소년,단체,241
1347,2018-07,09일~15일,대학생,개인,5
1348,2018-07,09일~15일,성인,개인,28
1349,2018-07,09일~15일,성인,단체,12
1350,2018-08,13일~19일,어린이,개인,49
1351,2018-08,13일~19일,청소년,개인,7
1352,2018-08,13일~19일,청소년,단체,12
1353,2018-08,13일~19일,대학생,개인,3
1354,2018-08,13일~19일,성인,개인,63
1355,2018-08,01일~05일,어린이,개인,53
1356,2018-08,01일~05일,청소년,개인,28
1357,2018-08,01일~05일,청소년,단체,40
1358,2018-08,01일~05일,대학생,개인,4
1359,2018-08,01일~05일,성인,개인,56
1360,2018-08,20일~26일,어린이,개인,55
1361,2018-08,20일~26일,어린이,단체,75
1362,2018-08,20일~26일,청소년,개인,11
1363,2018-08,20일~26일,청소년,단체,11
1364,2018-08,20일~26일,대학생,개인,2
1365,2018-08,20일~26일,성인,개인,53
1366,2018-08,27일~31일,어린이,개인,5
1367,2018-08,27일~31일,청소년,단체,31
1368,2018-08,27일~31일,대학생,개인,6
1369,2018-08,27일~31일,성인,개인,10
1370,2018-08,06일~12일,어린이,개인,40
1371,2018-08,06일~12일,어린이,단체,29
1372,2018-08,06일~12일,청소년,개인,30
1373,2018-08,06일~12일,청소년,단체,15
1374,2018-08,06일~12일,대학생,개인,9
1375,2018-08,06일~12일,성인,개인,63
1376,2018-09,10일~16일,어린이,개인,12
1377,2018-09,10일~16일,어린이,단체,19
1378,2018-09,10일~16일,청소년,단체,93
1379,2018-09,10일~16일,대학생,개인,1
1380,2018-09,10일~16일,성인,개인,18
1381,2018-09,10일~16일,성인,단체,30
1382,2018-09,17일~23일,청소년,개인,2
1383,2018-09,17일~23일,청소년,단체,518
1384,2018-09,17일~23일,대학생,개인,1
1385,2018-09,17일~23일,성인,개인,20
1386,2018-09,01일~02일,어린이,개인,8
1387,2018-09,01일~02일,청소년,개인,7
1388,2018-09,01일~02일,성인,개인,5
1389,2018-09,24일~30일,어린이,개인,6
1390,2018-09,24일~30일,청소년,개인,3
1391,2018-09,24일~30일,청소년,단체,83
1392,2018-09,24일~30일,대학생,개인,5
1393,2018-09,24일~30일,대학생,단체,15
1394,2018-09,24일~30일,성인,개인,16
1395,2018-09,03일~09일,어린이,개인,11
1396,2018-09,03일~09일,어린이,단체,51
1397,2018-09,03일~09일,청소년,개인,2
1398,2018-09,03일~09일,청소년,단체,168
1399,2018-09,03일~09일,성인,개인,20
1400,2018-10,15일~21일,어린이,개인,3
1401,2018-10,15일~21일,어린이,단체,14
1402,2018-10,15일~21일,청소년,개인,4
1403,2018-10,15일~21일,청소년,단체,98
1404,2018-10,15일~21일,대학생,개인,16
1405,2018-10,15일~21일,성인,개인,23
1406,2018-10,01일~07일,어린이,개인,2
1407,2018-10,01일~07일,청소년,개인,1
1408,2018-10,01일~07일,청소년,단체,102
1409,2018-10,01일~07일,대학생,개인,7
1410,2018-10,01일~07일,성인,개인,9
1411,2018-10,22일~28일,어린이,개인,5
1412,2018-10,22일~28일,청소년,개인,24
1413,2018-10,22일~28일,청소년,단체,226
1414,2018-10,22일~28일,대학생,개인,1
1415,2018-10,22일~28일,성인,개인,29
1416,2018-10,29일~31일,어린이,개인,2
1417,2018-10,29일~31일,청소년,단체,23
1418,2018-10,29일~31일,대학생,개인,3
1419,2018-10,29일~31일,성인,개인,15
1420,2018-10,08일~14일,어린이,개인,8
1421,2018-10,08일~14일,어린이,단체,14
1422,2018-10,08일~14일,청소년,개인,4
1423,2018-10,08일~14일,청소년,단체,257
1424,2018-10,08일~14일,대학생,개인,13
1425,2018-10,08일~14일,성인,개인,27
1426,2018-11,12일~18일,어린이,개인,29
1427,2018-11,12일~18일,어린이,단체,8
1428,2018-11,12일~18일,청소년,개인,124
1429,2018-11,12일~18일,청소년,단체,81
1430,2018-11,12일~18일,대학생,개인,20
1431,2018-11,12일~18일,성인,개인,134
1432,2018-11,12일~18일,성인,단체,11
1433,2018-11,19일~25일,어린이,개인,56
1434,2018-11,19일~25일,청소년,개인,55
1435,2018-11,19일~25일,청소년,단체,133
1436,2018-11,19일~25일,대학생,개인,32
1437,2018-11,19일~25일,대학생,단체,7
1438,2018-11,19일~25일,성인,개인,210
1439,2018-11,01일~04일,어린이,개인,3
1440,2018-11,01일~04일,청소년,개인,18
1441,2018-11,01일~04일,청소년,단체,99
1442,2018-11,01일~04일,대학생,개인,17
1443,2018-11,01일~04일,성인,개인,12
1444,2018-11,26일~30일,어린이,개인,12
1445,2018-11,26일~30일,어린이,단체,12
1446,2018-11,26일~30일,청소년,개인,27
1447,2018-11,26일~30일,청소년,단체,103
1448,2018-11,26일~30일,대학생,개인,32
1449,2018-11,26일~30일,성인,개인,148
1450,2018-11,05일~11일,어린이,개인,16
1451,2018-11,05일~11일,청소년,개인,15
1452,2018-11,05일~11일,청소년,단체,141
1453,2018-11,05일~11일,대학생,개인,23
1454,2018-11,05일~11일,성인,개인,50
1455,2018-12,10일~16일,어린이,개인,16
1456,2018-12,10일~16일,청소년,개인,12
1457,2018-12,10일~16일,청소년,단체,260
1458,2018-12,10일~16일,대학생,개인,11
1459,2018-12,10일~16일,성인,개인,36
1460,2018-12,17일~23일,어린이,개인,14
1461,2018-12,17일~23일,어린이,단체,45
1462,2018-12,17일~23일,청소년,개인,17
1463,2018-12,17일~23일,청소년,단체,92
1464,2018-12,17일~23일,대학생,개인,6
1465,2018-12,17일~23일,성인,개인,30
1466,2018-12,01일~02일,어린이,개인,24
1467,2018-12,01일~02일,청소년,개인,13
1468,2018-12,01일~02일,대학생,개인,14
1469,2018-12,01일~02일,성인,개인,48
1470,2018-12,24일~30일,어린이,개인,10
1471,2018-12,24일~30일,청소년,개인,6
1472,2018-12,24일~30일,대학생,개인,2
1473,2018-12,24일~30일,성인,개인,26
1474,2018-12,03일~09일,어린이,개인,26
1475,2018-12,03일~09일,청소년,개인,116
1476,2018-12,03일~09일,청소년,단체,679
1477,2018-12,03일~09일,대학생,개인,13
1478,2018-12,03일~09일,성인,개인,131
1479,2019-01,14일~20일,어린이,개인,30
1480,2019-01,14일~20일,어린이,단체,14
1481,2019-01,14일~20일,청소년,개인,4
1482,2019-01,14일~20일,청소년,단체,6
1483,2019-01,14일~20일,대학생,개인,1
1484,2019-01,14일~20일,성인,개인,42
1485,2019-01,01일~06일,어린이,개인,11
1486,2019-01,01일~06일,청소년,개인,5
1487,2019-01,01일~06일,성인,개인,23
1488,2019-01,21일~27일,어린이,개인,47
1489,2019-01,21일~27일,어린이,단체,38
1490,2019-01,21일~27일,청소년,개인,6
1491,2019-01,21일~27일,대학생,개인,1
1492,2019-01,21일~27일,성인,개인,55
1493,2019-01,21일~27일,성인,단체,14
1494,2019-01,29일~31일,어린이,개인,14
1495,2019-01,29일~31일,청소년,개인,2
1496,2019-01,29일~31일,대학생,개인,1
1497,2019-01,29일~31일,성인,개인,15
1498,2019-01,07일~13일,어린이,개인,26
1499,2019-01,07일~13일,어린이,단체,75
1500,2019-01,07일~13일,청소년,개인,6
1501,2019-01,07일~13일,대학생,개인,2
1502,2019-01,07일~13일,대학생,단체,14
1503,2019-01,07일~13일,성인,개인,44
1504,2019-02,11일~17일,어린이,개인,11
1505,2019-02,11일~17일,청소년,개인,3
1506,2019-02,11일~17일,대학생,개인,4
1507,2019-02,11일~17일,성인,개인,28
1508,2019-02,18일~24일,어린이,개인,17
1509,2019-02,18일~24일,어린이,단체,17
1510,2019-02,18일~24일,청소년,개인,3
1511,2019-02,18일~24일,대학생,개인,4
1512,2019-02,18일~24일,성인,개인,36
1513,2019-02,18일~24일,성인,단체,10
1514,2019-02,01일~03일,어린이,개인,2
1515,2019-02,01일~03일,성인,개인,9
1516,2019-02,25일~28일,청소년,개인,5
1517,2019-02,25일~28일,성인,개인,23
1518,2019-02,04일~10일,어린이,개인,4
1519,2019-02,04일~10일,청소년,개인,5
1520,2019-02,04일~10일,성인,개인,16
1521,2019-03,11일~17일,어린이,개인,4
1522,2019-03,11일~17일,청소년,개인,3
1523,2019-03,11일~17일,대학생,개인,3
1524,2019-03,11일~17일,성인,개인,36
1525,2019-03,18일~24일,어린이,개인,16
1526,2019-03,18일~24일,청소년,단체,50
1527,2019-03,18일~24일,대학생,개인,1
1528,2019-03,18일~24일,성인,개인,41
1529,2019-03,01일~03일,어린이,개인,4
1530,2019-03,01일~03일,청소년,개인,1
1531,2019-03,01일~03일,성인,개인,7
1532,2019-03,25일~31일,어린이,개인,8
1533,2019-03,25일~31일,청소년,단체,13
1534,2019-03,25일~31일,대학생,개인,1
1535,2019-03,25일~31일,성인,개인,29
1536,2019-03,04일~10일,어린이,개인,2
1537,2019-03,04일~10일,어린이,단체,15
1538,2019-03,04일~10일,대학생,개인,1
1539,2019-03,04일~10일,성인,개인,30
1540,2019-04,15일~21일,어린이,개인,6
1541,2019-04,15일~21일,청소년,개인,1
1542,2019-04,15일~21일,청소년,단체,42
1543,2019-04,15일~21일,성인,개인,32
1544,2019-04,01일~07일,어린이,개인,4
1545,2019-04,01일~07일,어린이,단체,46
1546,2019-04,01일~07일,청소년,개인,6
1547,2019-04,01일~07일,청소년,단체,94
1548,2019-04,01일~07일,대학생,개인,18
1549,2019-04,01일~07일,대학생,단체,31
1550,2019-04,01일~07일,성인,개인,27
1551,2019-04,22일~28일,어린이,개인,1
1552,2019-04,22일~28일,청소년,개인,9
1553,2019-04,22일~28일,청소년,단체,60
1554,2019-04,22일~28일,대학생,개인,2
1555,2019-04,22일~28일,성인,개인,43
1556,2019-04,29일~30일,청소년,단체,140
1557,2019-04,29일~30일,성인,개인,7
1558,2019-04,08일~14일,어린이,개인,4
1559,2019-04,08일~14일,청소년,개인,1
1560,2019-04,08일~14일,청소년,단체,33
1561,2019-04,08일~14일,대학생,개인,3
1562,2019-04,08일~14일,대학생,단체,30
1563,2019-04,08일~14일,성인,개인,29
1564,2019-04,08일~14일,성인,단체,50
1565,2019-05,13일~19일,어린이,개인,3
1566,2019-05,13일~19일,청소년,단체,394
1567,2019-05,13일~19일,대학생,단체,16
1568,2019-05,13일~19일,성인,개인,43
1569,2019-05,01일~05일,어린이,개인,2
1570,2019-05,01일~05일,청소년,개인,6
1571,2019-05,01일~05일,청소년,단체,138
1572,2019-05,01일~05일,대학생,개인,4
1573,2019-05,01일~05일,성인,개인,11
1574,2019-05,20일~26일,어린이,개인,7
1575,2019-05,20일~26일,어린이,단체,39
1576,2019-05,20일~26일,청소년,개인,4
1577,2019-05,20일~26일,청소년,단체,75
1578,2019-05,20일~26일,대학생,개인,1
1579,2019-05,20일~26일,대학생,단체,32
1580,2019-05,20일~26일,성인,개인,22
1581,2019-05,20일~26일,성인,단체,11
1582,2019-05,27일~31일,어린이,개인,1
1583,2019-05,27일~31일,청소년,단체,166
1584,2019-05,27일~31일,대학생,개인,2
1585,2019-05,27일~31일,성인,개인,11
1586,2019-05,06일~12일,어린이,개인,1
1587,2019-05,06일~12일,어린이,단체,19
1588,2019-05,06일~12일,청소년,개인,5
1589,2019-05,06일~12일,청소년,단체,211
1590,2019-05,06일~12일,대학생,개인,2
1591,2019-05,06일~12일,성인,개인,12
1592,2019-06,10일~16일,어린이,개인,2
1593,2019-06,10일~16일,어린이,단체,50
1594,2019-06,10일~16일,청소년,개인,2
1595,2019-06,10일~16일,청소년,단체,88
1596,2019-06,10일~16일,대학생,개인,3
1597,2019-06,10일~16일,성인,개인,27
1598,2019-06,17일~23일,어린이,개인,7
1599,2019-06,17일~23일,어린이,단체,82
1600,2019-06,17일~23일,청소년,개인,1
1601,2019-06,17일~23일,청소년,단체,124
1602,2019-06,17일~23일,대학생,개인,2
1603,2019-06,17일~23일,성인,개인,20
1604,2019-06,01일~02일,어린이,개인,5
1605,2019-06,01일~02일,성인,개인,10
1606,2019-06,24일~30일,어린이,개인,4
1607,2019-06,24일~30일,청소년,개인,2
1608,2019-06,24일~30일,청소년,단체,24
1609,2019-06,24일~30일,대학생,개인,2
1610,2019-06,24일~30일,성인,개인,26
1611,2019-06,03일~09일,어린이,개인,5
1612,2019-06,03일~09일,어린이,단체,50
1613,2019-06,03일~09일,청소년,개인,23
1614,2019-06,03일~09일,청소년,단체,13
1615,2019-06,03일~09일,대학생,개인,1
1616,2019-06,03일~09일,성인,개인,28
1617,2019-07,15일~21일,어린이,개인,13
1618,2019-07,15일~21일,어린이,단체,45
1619,2019-07,15일~21일,청소년,개인,8
1620,2019-07,15일~21일,청소년,단체,145
1621,2019-07,15일~21일,대학생,개인,4
1622,2019-07,15일~21일,성인,개인,41
1623,2019-07,01일~07일,어린이,개인,3
1624,2019-07,01일~07일,청소년,단체,87
1625,2019-07,01일~07일,대학생,개인,3
1626,2019-07,01일~07일,성인,개인,35
1627,2019-07,22일~28일,어린이,개인,94
1628,2019-07,22일~28일,청소년,개인,7
1629,2019-07,22일~28일,청소년,단체,47
1630,2019-07,22일~28일,성인,개인,81
1631,2019-07,08일~14일,어린이,개인,2
1632,2019-07,08일~14일,청소년,개인,13
1633,2019-07,08일~14일,청소년,단체,241
1634,2019-07,08일~14일,대학생,개인,3
1635,2019-07,08일~14일,성인,개인,25
1636,2019-07,29일~31일,어린이,개인,16
1637,2019-07,29일~31일,청소년,개인,18
1638,2019-07,29일~31일,청소년,단체,10
1639,2019-07,29일~31일,성인,개인,32
1640,2019-08,01일~04일,어린이,개인,21
1641,2019-08,01일~04일,청소년,개인,26
1642,2019-08,01일~04일,성인,개인,36
1643,2019-08,05일~11일,어린이,개인,54
1644,2019-08,05일~11일,청소년,개인,14
1645,2019-08,05일~11일,청소년,단체,35
1646,2019-08,05일~11일,대학생,개인,1
1647,2019-08,05일~11일,대학생,단체,7
1648,2019-08,05일~11일,성인,개인,64
1649,2019-08,12일~18일,어린이,개인,49
1650,2019-08,12일~18일,어린이,단체,9
1651,2019-08,12일~18일,청소년,개인,15
1652,2019-08,12일~18일,청소년,단체,37
1653,2019-08,12일~18일,성인,개인,52
1654,2019-08,19일~25일,어린이,개인,39
1655,2019-08,19일~25일,청소년,개인,9
1656,2019-08,19일~25일,청소년,단체,29
1657,2019-08,19일~25일,성인,개인,39
1658,2019-08,26일~31일,어린이,개인,9
1659,2019-08,26일~31일,어린이,단체,11
1660,2019-08,26일~31일,청소년,개인,5
1661,2019-08,26일~31일,청소년,단체,77
1662,2019-08,26일~31일,대학생,개인,3
1663,2019-08,26일~31일,성인,개인,18
1664,2019-09,1일,어린이,개인,7
1665,2019-09,1일,성인,개인,7
1666,2019-09,02일~08일,어린이,개인,1
1667,2019-09,02일~08일,어린이,단체,26
1668,2019-09,02일~08일,청소년,개인,1
1669,2019-09,02일~08일,청소년,단체,156
1670,2019-09,02일~08일,대학생,개인,4
1671,2019-09,02일~08일,성인,개인,16
1672,2019-09,02일~08일,성인,단체,9
1673,2019-09,09일~15일,청소년,단체,20
1674,2019-09,09일~15일,성인,개인,8
1675,2019-09,16일~22일,어린이,개인,29
1676,2019-09,16일~22일,어린이,단체,18
1677,2019-09,16일~22일,청소년,개인,3
1678,2019-09,16일~22일,청소년,단체,34
1679,2019-09,16일~22일,대학생,개인,10
1680,2019-09,16일~22일,성인,개인,27
1681,2019-09,23일~29일,어린이,개인,2
1682,2019-09,23일~29일,청소년,개인,6
1683,2019-09,23일~29일,청소년,단체,80
1684,2019-09,23일~29일,대학생,개인,2
1685,2019-09,23일~29일,성인,개인,32
1686,2019-10,01일~06일,어린이,개인,11
1687,2019-10,01일~06일,청소년,개인,25
1688,2019-10,01일~06일,청소년,단체,126
1689,2019-10,01일~06일,대학생,개인,1
1690,2019-10,01일~06일,대학생,단체,14
1691,2019-10,01일~06일,성인,개인,42
1692,2019-10,07일~13일,어린이,개인,5
1693,2019-10,07일~13일,어린이,단체,20
1694,2019-10,07일~13일,청소년,개인,1
1695,2019-10,07일~13일,청소년,단체,174
1696,2019-10,07일~13일,대학생,개인,2
1697,2019-10,07일~13일,성인,개인,30
1698,2019-10,14일~20일,어린이,개인,7
1699,2019-10,14일~20일,어린이,단체,19
1700,2019-10,14일~20일,청소년,개인,24
1701,2019-10,14일~20일,청소년,단체,331
1702,2019-10,14일~20일,대학생,개인,3
1703,2019-10,14일~20일,성인,개인,24
1704,2019-10,21일~27일,어린이,개인,5
1705,2019-10,21일~27일,어린이,단체,9
1706,2019-10,21일~27일,청소년,개인,16
1707,2019-10,21일~27일,청소년,단체,91
1708,2019-10,21일~27일,대학생,개인,17
1709,2019-10,21일~27일,대학생,단체,36
1710,2019-10,21일~27일,성인,개인,28
1711,2019-10,28일~31일,청소년,개인,10
1712,2019-10,28일~31일,청소년,단체,96
1713,2019-10,28일~31일,대학생,개인,1
1714,2019-10,28일~31일,성인,개인,13
1715,2019-11,01일~03일,어린이,개인,4
1716,2019-11,01일~03일,청소년,개인,15
1717,2019-11,01일~03일,청소년,단체,104
1718,2019-11,01일~03일,대학생,개인,11
1719,2019-11,01일~03일,성인,개인,17
1720,2019-11,04일~10일,어린이,개인,4
1721,2019-11,04일~10일,청소년,개인,1
1722,2019-11,04일~10일,청소년,단체,166
1723,2019-11,04일~10일,대학생,개인,1
1724,2019-11,04일~10일,대학생,단체,32
1725,2019-11,04일~10일,성인,개인,18
1726,2019-11,11일~17일,청소년,개인,8
1727,2019-11,11일~17일,청소년,단체,58
1728,2019-11,11일~17일,대학생,개인,12
1729,2019-11,11일~17일,성인,개인,12
1730,2019-11,18일~24일,어린이,개인,2
1731,2019-11,18일~24일,어린이,단체,24
1732,2019-11,18일~24일,청소년,개인,5
1733,2019-11,18일~24일,청소년,단체,16
1734,2019-11,18일~24일,대학생,개인,13
1735,2019-11,18일~24일,성인,개인,40
1736,2019-11,18일~24일,성인,단체,9
1737,2019-11,25일~30일,청소년,단체,149
1738,2019-11,25일~30일,대학생,개인,17
1739,2019-11,25일~30일,성인,개인,11
1740,2019-12,1일,어린이,개인,2
1741,2019-12,1일,성인,개인,5
1742,2019-12,02일~08일,어린이,개인,2
1743,2019-12,02일~08일,어린이,단체,78
1744,2019-12,02일~08일,청소년,개인,9
1745,2019-12,02일~08일,청소년,단체,256
1746,2019-12,02일~08일,대학생,개인,13
1747,2019-12,02일~08일,성인,개인,22
1748,2019-12,09일~15일,어린이,개인,1
1749,2019-12,09일~15일,청소년,개인,8
1750,2019-12,09일~15일,청소년,단체,126
1751,2019-12,09일~15일,대학생,개인,23
1752,2019-12,09일~15일,성인,개인,29
1753,2019-12,16일~22일,어린이,개인,2
1754,2019-12,16일~22일,청소년,개인,33
1755,2019-12,16일~22일,청소년,단체,254
1756,2019-12,16일~22일,대학생,개인,8
1757,2019-12,16일~22일,성인,개인,28
1758,2019-12,23일~29일,어린이,개인,16
1759,2019-12,23일~29일,어린이,단체,11
1760,2019-12,23일~29일,청소년,개인,15
1761,2019-12,23일~29일,청소년,단체,140
1762,2019-12,23일~29일,대학생,개인,2
1763,2019-12,23일~29일,성인,개인,37
1764,2019-12,30일~31일,어린이,개인,4
1765,2019-12,30일~31일,대학생,개인,2
1766,2019-12,30일~31일,성인,개인,6
1767,2020-01,01일~05일,어린이,개인,23
1768,2020-01,01일~05일,청소년,개인,6
1769,2020-01,01일~05일,성인,개인,39
1770,2020-01,06일~12일,어린이,개인,19
1771,2020-01,06일~12일,청소년,개인,4
1772,2020-01,06일~12일,대학생,개인,1
1773,2020-01,06일~12일,성인,개인,46
1774,2020-01,13일~19일,어린이,개인,35
1775,2020-01,13일~19일,어린이,단체,29
1776,2020-01,13일~19일,청소년,개인,7
1777,2020-01,13일~19일,청소년,단체,12
1778,2020-01,13일~19일,성인,개인,56
1779,2020-01,20일~26일,어린이,개인,19
1780,2020-01,20일~26일,어린이,단체,20
1781,2020-01,20일~26일,청소년,개인,4
1782,2020-01,20일~26일,성인,개인,19
1783,2020-01,27일~31일,어린이,개인,9
1784,2020-01,27일~31일,청소년,개인,5
1785,2020-01,27일~31일,성인,개인,12
1786,2020-02,01일~02일,어린이,개인,5
1787,2020-02,01일~02일,성인,개인,11
1788,2020-02,03일~09일,어린이,개인,5
1789,2020-02,03일~09일,대학생,개인,3
1790,2020-02,03일~09일,성인,개인,17
1791,2020-02,10일~16일,어린이,개인,5
1792,2020-02,10일~16일,성인,개인,28
1793,2020-02,17일~23일,어린이,개인,5
1794,2020-02,17일~23일,청소년,개인,3
1795,2020-02,17일~23일,성인,개인,24
1796,2020-10,19일~25일,대학생,개인,2
1797,2020-10,19일~25일,성인,개인,7
1798,2020-11,09일~15일,어린이,개인,1
1799,2020-11,09일~15일,어린이,단체,14
1800,2020-11,09일~15일,청소년,개인,2
1801,2020-11,09일~15일,대학생,개인,2
1802,2020-11,09일~15일,성인,개인,7
1803,2020-11,16일~22일,청소년,개인,3
1804,2020-11,16일~22일,대학생,개인,2
1805,2020-11,16일~22일,성인,개인,5
1806,2020-11,23일~29일,어린이,개인,2
1807,2020-11,23일~29일,성인,개인,1
1808,2021-03,29일~31일,청소년,단체,9
1809,2021-04,05일~11일,어린이,개인,2
1810,2021-04,05일~11일,청소년,단체,4
1811,2021-04,05일~11일,성인,개인,8
1812,2021-04,12일~18일,청소년,개인,1
1813,2021-04,12일~18일,청소년,단체,16
1814,2021-04,12일~18일,대학생,개인,1
1815,2021-04,12일~18일,성인,개인,2
1816,2021-04,19일~25일,대학생,개인,1
1817,2021-04,19일~25일,성인,개인,2
1818,2021-04,26일~30일,성인,단체,7
1819,2021-05,01일~02일,청소년,개인,3
1820,2021-05,03일~09일,어린이,개인,1
1821,2021-05,03일~09일,청소년,개인,2
1822,2021-05,03일~09일,대학생,개인,2
1823,2021-05,03일~09일,성인,개인,9
1824,2021-05,10일~16일,어린이,개인,3
1825,2021-05,10일~16일,청소년,개인,4
1826,2021-05,10일~16일,대학생,개인,3
1827,2021-05,10일~16일,성인,개인,10
1828,2021-05,17일~23일,어린이,개인,4
1829,2021-05,17일~23일,청소년,개인,4
1830,2021-05,17일~23일,청소년,단체,65
1831,2021-05,17일~23일,성인,개인,9
1832,2021-05,24일~30일,어린이,개인,2
1833,2021-05,24일~30일,청소년,개인,1
1834,2021-05,24일~30일,대학생,개인,1
1835,2021-05,24일~30일,성인,개인,15
1836,2021-06,01일~06일,어린이,개인,1
1837,2021-06,01일~06일,성인,개인,9
1838,2021-06,07일~13일,어린이,개인,2
1839,2021-06,07일~13일,성인,개인,5
1840,2021-06,14일~20일,청소년,개인,3
1841,2021-06,14일~20일,대학생,개인,37
1842,2021-06,14일~20일,성인,개인,7
1843,2021-06,21일~27일,성인,개인,3
1844,2021-06,28일~30일,대학생,개인,2
1845,2021-06,28일~30일,성인,개인,1
1846,2021-07,01일~04일,대학생,개인,1
1847,2021-07,05일~11일,청소년,개인,1
1848,2021-07,05일~11일,성인,개인,3
1849,2021-07,26일~31일,성인,단체,6
1850,2021-08,02일~08일,성인,개인,3
1851,2021-09,01일~05일,성인,개인,2
1852,2021-09,13일~19일,성인,개인,2
1853,2021-10,25일~31일,성인,개인,1
1854,2021-11,01일~07일,성인,개인,6
1855,2021-11,08일~14일,어린이,개인,4
1856,2021-11,08일~14일,청소년,개인,3
1857,2021-11,08일~14일,대학생,개인,2
1858,2021-11,08일~14일,성인,개인,8
1859,2021-11,15일~21일,어린이,개인,1
1860,2021-11,15일~21일,성인,개인,6
1861,2021-11,15일~21일,성인,단체,7
1862,2021-11,22일~28일,어린이,개인,1
1863,2021-11,22일~28일,청소년,개인,1
1864,2021-11,22일~28일,대학생,개인,8
1865,2021-11,22일~28일,성인,개인,10
1866,2021-11,29일~30일,성인,개인,2
1867,2021-12,01일~05일,어린이,개인,6
1868,2021-12,01일~05일,청소년,개인,5
1869,2021-12,01일~05일,대학생,개인,2
1870,2021-12,01일~05일,성인,개인,14
1871,2021-12,06일~12일,어린이,개인,3
1872,2021-12,06일~12일,청소년,개인,1
1873,2021-12,06일~12일,성인,개인,10
1874,2021-12,13일~19일,청소년,개인,1
1875,2021-12,13일~19일,청소년,단체,44
1876,2021-12,13일~19일,성인,개인,9
1877,2021-12,13일~19일,성인,단체,10
1878,2021-12,20일~26일,어린이,개인,1
1879,2021-12,20일~26일,성인,개인,2
1880,2021-12,27일~31일,어린이,개인,2
1881,2021-12,27일~31일,대학생,개인,1
1882,2021-12,27일~31일,성인,개인,8
1883,2022-01,03일~09일,어린이,개인,7
1884,2022-01,03일~09일,청소년,개인,4
1885,2022-01,03일~09일,성인,개인,15
