파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
A6000632.wma,1991,(주)이랜드,패션,캐주얼의류,캐주얼웨어,언더우드,추석선물,(주)오리콤
A6000633.wma,1991,(주)이랜드,패션,캐주얼의류,캐주얼웨어,언더우드,오빠내언더우드,(주)오리콤
A6000634.wma,1991,(주)이랜드,패션,캐주얼의류,캐주얼웨어,언더우드,의류보상전,(주)오리콤
A6000635.wma,1991,동춘섬유,패션,캐주얼의류,캐주얼웨어,인디안,좋은친구처럼,(주)오리콤
A6000636.wma,1991,동춘섬유,패션,캐주얼의류,캐주얼웨어,인디안,새모습첫세일,(주)오리콤
A6000637.wma,1992,동춘섬유,패션,캐주얼의류,캐주얼웨어,인디안,아내와함께,(주)오리콤
A6000638.wma,1992,동춘섬유,패션,캐주얼의류,캐주얼웨어,인디안,행복편,(주)오리콤
A6000639.wma,1992,동춘섬유,패션,캐주얼의류,캐주얼웨어,인디안,시장편,(주)오리콤
A6000640.wma,1993,동춘섬유,패션,캐주얼의류,케주얼 웨어,소노지아,숨겨진자유,(주)오리콤
A6000642.wma,1982,(주)화승,패션,패션 기타,패션 기업PR,나이키,존메켄로편,(주)오리콤
A6000643.wma,1982,(주)엘칸토,패션,패션 기타,패션 기업PR,엘칸토,포항지점오픈,(주)오리콤
A6000644.wma,1981,(주)화승,패션,패션 기타,패션 기업PR,나이키,프로선수가선택,(주)오리콤
A6000645.wma,1981,남영나이론,패션,스포츠 전문복,수영복,비비안수영복,몸매에맞는디자인,(주)오리콤
A6000646.wma,1990,(주)대농,패션,캐주얼의류,캐주얼웨어,라인앤스코트,나의친구편,(주)MBC애드컴
A6000647.wma,1990,(주)대농,패션,캐주얼의류,캐주얼웨어,라일앤스코트,전통편,(주)MBC애드컴
A6000649.wma,1991,실버스타,패션,내의류,남녀 기초의류,실버스타,느낌이신선하다,(주)MBC애드컴
A6000650.wma,1992,세계물산,패션,정장의류,신사정장,바쏘,남자의선택,(주)MBC애드컴
A6000651.wma,1992,실버스타,패션,내의류,남녀 기초의류,실버스타,정말산뜻한데요,(주)MBC애드컴
A6000653.wma,1992,슈페리어,패션,정장의류,신사정장,카운테스마라,마라부인편,(주)MBC애드컴
A6000654.wma,1992,(주)스코필드,패션,정장의류,신사정장,스코필드,자기만의전통,(주)MBC애드컴
A6000655.wma,1992,(주)스코필드,패션,정장의류,신사정장,스코필드,자존심편,(주)MBC애드컴
A6000656.wma,1992,(주)스코필드,패션,정장의류,신사정장,스코필드,신사도의멋,(주)MBC애드컴
A6000657.wma,1992,(주)스코필드,패션,정장의류,신사정장,스코필드,신념의멋,(주)MBC애드컴
A6000659.wma,1993,고려피혁,패션,신발류,신사숙녀화,슈슈,송년축제,(주)MBC애드컴
A6000660.wma,1994,(주)유화,패션,정장의류,신사정장,산마리노,또하나의세계,(주)MBC애드컴
A6000661.wma,1994,(주)유화,패션,정장의류,신사정장,산마리노,나만의시간,(주)MBC애드컴
A6000662.wma,1994,(주)유화,패션,정장의류,여성정장,오프리미츠,감각의한계,(주)MBC애드컴
A6000663.wma,1994,(주)유화,패션,정장의류,여성정장,오프리미츠,절대자유추구,(주)MBC애드컴
A6000664.wma,1994,(주)유화,패션,패션 기타,패션 기업PR,아라모드,빛나는날들,(주)MBC애드컴
A6000665.wma,1994,(주)유화,패션,패션 기타,패션 기업PR,아라모드,이미지관리,(주)MBC애드컴
A6000667.wma,1994,고려피혁,패션,신발류,신사숙녀화,슈슈,남다른감각이있다,(주)MBC애드컴
A6000668.wma,1994,고려피혁,패션,신발류,신사숙녀화,슈슈,다가온다,(주)MBC애드컴
A6000669.wma,1994,보라매,패션,캐주얼의류,캐주얼웨어,보라매,생활속의캐주얼,(주)MBC애드컴
A6000670.wma,1994,보라매,패션,캐주얼의류,캐주얼웨어,보라매,내생활이좋다,(주)MBC애드컴
A6A00001.wma,,루비나콜렉션,패션,패션 기타,패션 기업PR,루비나,멋을아는여자,
A6A00002.wma,1992,진흥피혁(주),패션,신발류,신사숙녀화,센츄얼,개성이흐르는도시,
A6A00003.wma,1992,노바,패션,정장의류,신사정장,패션노바,남성중저가토탈패션,
A6A00004.wma,1992,(주)쌍방울,패션,내의류,기능성 내의,트라이코레이프,입어서시원해요,
A6A00005.wma,1992,(주)엘칸토,패션,신발류,신사숙녀화,엘칸토부띠끄,기분좋은날,
A6A00006.wma,1992,인터메조,패션,패션 기타,패션 기업PR,인터메조,사랑을공유하는사람,
A6A00007.wma,1992,(주)쌍방울,패션,유아 및 아동복,유아복,앙떼떼,사랑스러운아기를위해,이엑스
A6A00008.wma,1993,태양어페럴,패션,정장의류,와이셔츠류,헬리우스드레스셔츠,매력적인남자의선택,
A6A00009.wma,1993,인터메조,패션,패션 기타,패션 기업PR,인터메조,우리가빛나고있다,
A6A00010.wma,1993,인터메조,패션,패션 기타,패션 기업PR,인터메조,화려한시간을위한옷,
A6A00011.wma,1993,태양어페럴,패션,정장의류,와이셔츠류,헨리우스드레스셔츠,태양의정열을가진남자,
A6A00012.wma,1993,(주)쌍방울,패션,유아 및 아동복,유아복,앙떼떼,출산준비,이엑스
A6A00013.wma,1993,(주)모아방,패션,유아 및 아동복,유아복,모아방,아기들을위한,
A6A00014.wma,1994,경남모직(주),패션,정장의류,신사정장,엑조란떼,편안한기품이있는,
A6A00015.wma,1994,A-II,패션,스포츠 전문복,스포츠웨어,A-II,스포츠케쥬얼웨어,
A6A00016.wma,1995,월드테일러,패션,정장의류,신사정장,월드테일러,맞춤정장은역시,
A6A00017.wma,1995,알베르토워모,패션,캐주얼의류,캐주얼웨어,알베르토워모,패션은본능,
A6A00019.wma,1996,마이웨딩,패션,패션 기타,패션 기업PR,마이웨딩,멋진웨딩드레스,
A6A00020.wma,1996,흑영실업,패션,스포츠 전문복,골프복,링소웨스트스트레츠,최고의골프웨어,
A6A00021.wma,,캘빈클라인,패션,캐주얼의류,진웨어,캘빈클라인,꿈꾸면서도,(주)엘지애드
A6A00022.wma,1996,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,햇살이눈부신날이면,(주)엘지애드
A6A00023.wma,1997,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,가을,(주)엘지애드
A6A00024.wma,1996,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,겨울,(주)엘지애드
A6A00025.wma,1996,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,크리스마스,(주)엘지애드
A6A00026.wma,1997,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,봄,(주)엘지애드
A6A00027.wma,1997,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,여름,(주)엘지애드
A6A00028.wma,1996,(주)엘지상사엘지패션,패션,정장의류,신사정장,타운젠트,남자는아직도순수하다,(주)엘지애드
A6A00029.wma,1997,(주)엘지상사엘지패션,패션,스포츠 전문복,골프복,닥스골프,필드에서부터,(주)엘지애드
A6A00031.wma,1991,제우교역,패션,패션 기타,패션 기업PR,아디다스,권투편,(주)제일기획
A6A00032.wma,1991,제우교역,패션,패션 기타,패션 기업PR,아디다스,수영편,(주)제일기획
A6A00033.wma,1991,제일모직(주),패션,캐주얼의류,캐주얼웨어,작스,젊은캐쥬얼,(주)제일기획
A6A00034.wma,1991,제일모직(주),패션,정장의류,신사정장,갤럭시,패션은본능,(주)제일기획
A6A00035.wma,1991,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,도시의자연주의,(주)제일기획
A6A00036.wma,1991,제우교역,패션,패션 기타,패션 기업PR,아디다스,스포츠는살아있다,(주)제일기획
A6A00037.wma,1992,김석찬테일러,패션,정장의류,신사정장,김석찬테일러,정통예복,(주)제일기획
A6A00038.wma,1992,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,세련된감성,(주)제일기획
A6A00039.wma,1992,제우교역,패션,정장의류,신사정장,힐틀,남자가있다,(주)제일기획
A6A00040.wma,1992,제우교역,패션,패션 기타,패션 기업PR,아디다스세일,세일,(주)제일기획
A6A00041.wma,1992,제우교역,패션,패션 기타,패션 기업PR,아디다스세일,여름세일,(주)제일기획
A6A00042.wma,1992,삼성물산(주),패션,캐주얼의류,캐주얼웨어,쌩상,젊음의패션전문점,(주)제일기획
A6A00043.wma,1992,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,젊음과자연,(주)제일기획
A6A00044.wma,,제우교역,패션,패션 기타,패션 기업PR,아디다스,가을세일,(주)제일기획
A6A00045.wma,1992,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,젊음과자연2,(주)제일기획
A6A00046.wma,1992,제일모직(주),패션,정장의류,신사정장,하티스트,겨울신상품가격인하,(주)제일기획
A6A00047.wma,1993,삼성물산(주),패션,캐주얼의류,캐주얼웨어,카운트다운,눈에띄고싶어,(주)제일기획
A6A00048.wma,1993,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,감상하실시간입니다,(주)제일기획
A6A00049.wma,1993,제일모직(주),패션,정장의류,신사정장,부룩스힐,신입사원편,(주)제일기획
A6A00050.wma,1993,(주)하이크리에이션,패션,정장의류,신사정장,란체티,정상이란말이어울려요,(주)제일기획
A6A00051.wma,1993,(주)하이크리에이션,패션,정장의류,신사정장,크리스챤오자르,한번쯤뒤돌아보는남자,(주)제일기획
A6A00052.wma,1993,삼성물산(주),패션,캐주얼의류,캐주얼웨어,카운트다운,김원준과함께,(주)제일기획
A6A00053.wma,1993,제일모직(주),패션,정장의류,신사정장,제일모직하티스트,봄신상품30%할인판매,(주)제일기획
A6A00054.wma,1992,힐틀,패션,정장의류,신사정장,힐틀,남자가있다,(주)제일기획
A6A00055.wma,1992,제우교역,패션,패션 기타,패션 기업PR,아디다스,스포츠는살아있다,(주)제일기획
A6A00056.wma,1993,삼성물산(주),패션,정장의류,신사정장,빌트모아,바쁜남자,(주)제일기획
A6A00057.wma,1993,제일모직(주),패션,정장의류,신사정장,하티스트,가격인하,(주)제일기획
A6A00058.wma,1993,제우교역,패션,패션 기타,패션 기업PR,아디다스,세일,(주)제일기획
A6A00059.wma,1993,유림통상,패션,패션 기타,패션 기업PR,메르꼴레디,남다른생의모습으로,(주)제일기획
A6A00060.wma,1993,유림통상,패션,패션 기타,패션 기업pr,끄레아또레,그녀의이름은자유,(주)제일기획
A6A00061.wma,1993,제일모직(주),패션,정장의류,신사정장,카디날사은행사,빈필과만나세요,(주)제일기획
A6A00062.wma,1992,제우교역,패션,패션 기타,패션 기업PR,아디다스,스포츠로여름을넘어라,(주)제일기획
A6A00063.wma,1992,제일모직(주),패션,정장의류,신사정장,하티스트,여름할인전,(주)제일기획
A6A00064.wma,1994,제일모직(주),패션,정장의류,신사정장,하티스트,하티스트세일,(주)제일기획
A6A00065.wma,,(주)브이네스,패션,캐주얼의류,캐주얼웨어,브이네스,승리를만드는사람들,(주)제일기획
A6A00066.wma,1994,제일모직(주),패션,정장의류,신사정장,카디날,비접착방식,(주)제일기획
A6A00068.wma,1994,제일모직(주),패션,정장의류,신사정장,하티스트,가을신상품30%세일,(주)제일기획
A6A00069.wma,,제일모직(주),패션,정장의류,신사정장,하티스트,30%세일,(주)제일기획
A6A00070.wma,1994,제일합섬,패션,정장의류,학생복,에리트교복,스키학교도학교니까,(주)제일기획
A6A00071.wma,1995,제일모직(주),패션,정장의류,신사정장,하티스트,30%세일,(주)제일기획
A6A00072.wma,1995,제일모직(주),패션,정장의류,신사정장,카디날,몸으로느껴지는,(주)제일기획
A6A00073.wma,1995,삼성물산(주),패션,패션 기타,패션 기업PR,SS패션,봄정기세일,(주)제일기획
A6A00074.wma,1995,제일모직(주),패션,정장의류,신사정장,하티스트,여름상품세일,(주)제일기획
A6A00075.wma,1995,제일모직(주),패션,정장의류,신사정장,카디날,변치않는가치,(주)제일기획
A6A00076.wma,,제일모직(주),패션,정장의류,신사정장,하티스트,가을세일,(주)제일기획
A6A00077.wma,1993,제일모직(주),패션,정장의류,신사정장,하티스트,졸업과입학을축하드립니다,(주)제일기획
A6A00078.wma,1993,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,가슴위자전거,(주)제일기획
A6A00079.wma,1993,유림통상,패션,패션 기타,패션 기업PR,메르꼴레디,남다른생의모습,(주)제일기획
A6A00080.wma,1993,제일모직(주),패션,정장의류,신사정장,하티스트,가을신상품세일,(주)제일기획
A6A00081.wma,1993,제일모직(주),패션,정장의류,신사정장,하티스트,겨울신상품세일,(주)제일기획
A6A00082.wma,1994,유림통상,패션,패션 기타,패션 기업pr,끄레아또레,그녀의이름은자유,(주)제일기획
A6A00083.wma,1994,유림통상,패션,패션 기타,패션 기업PR,메르꼴레디,남다른생의모습,(주)제일기획
A6A00084.wma,1994,유림통상,패션,패션 기타,패션 기업PR,메르꼴레디,내가아름다운이유,(주)제일기획
A6A00085.wma,1994,제일모직(주),패션,정장의류,신사정장,하티스트,봄세일,(주)제일기획
A6A00086.wma,1994,제일모직(주),패션,원사 및 원단,신사 및 숙녀복지,월드베스트,마춤솜씨,(주)제일기획
A6A00087.wma,1994,제일모직(주),패션,원사 및 원단,신사 및 숙녀복지,월드베스트,친구,(주)제일기획
A6A00088.wma,1994,제일모직(주),패션,원사 및 원단,신사 및 숙녀복지,월드베스트,사업,(주)제일기획
A6A00089.wma,1994,제일모직(주),패션,원사 및 원단,신사 및 숙녀복지,월드베스트,식사,(주)제일기획
A6A00090.wma,1994,삼성물산(주),패션,정장의류,신사정장,빌트모아,법대로-김진원편,(주)제일기획
A6A00091.wma,1994,삼성물산(주),패션,정장의류,신사정장,빌트모아,락카페-정승현편,(주)제일기획
A6A00092.wma,1994,삼성물산(주),패션,정장의류,신사정장,빌트모아,좋아하는경-김병삼편,(주)제일기획
A6A00093.wma,1994,미쉘클랑,패션,패션 기타,패션 기업PR,미쉘클랑,파리에서오다,(주)제일기획
A6A00094.wma,1994,유림통상,패션,패션 기타,패션 기업PR,메르꼴레디,내가아름다운이유,(주)제일기획
A6A00095.wma,1994,유림통상,패션,패션 기타,패션 기업pr,끄레아또레,끄레아또레,(주)제일기획
A6A00096.wma,1995,제일합섬,패션,정장의류,학생복,에리트,미팅,(주)제일기획
A6A00097.wma,1995,유림통상,패션,패션 기타,패션 기업pr,끄레아또레,그녀의자유,(주)제일기획
A6A00099.wma,1995,제일모직(주),패션,정장의류,신사정장,카디날,살아있는신사복,(주)제일기획
A6A00100.wma,,유림통상,패션,패션 기타,패션 기업pr,끄레아또레,모든시간을나에게맞춘다,(주)제일기획
A6A00101.wma,1995,(주)제미유통,패션,패션 신변용품,양말,싹스탑,칼라양말,(주)제일기획
A6A00102.wma,1996,(주)하이크리에이션,패션,정장의류,신사정장,크리스챤오자르,이순간이여유,(주)제일기획
A6A00103.wma,,제일모직(주),패션,정장의류,신사정장,하티스트,대구동성로개장,(주)제일기획
A6A00104.wma,1996,제일모직(주),패션,캐주얼의류,캐주얼웨어,빈폴,그녀의자전거,(주)제일기획
A6A00105.wma,1996,제일모직(주),패션,정장의류,신사정장,하티스트,30%쎄일,(주)제일기획
A6A00106.wma,1996,삼성물산(주),패션,패션 기타,패션 기업PR,에스에스,봄정기쎄일,(주)제일기획
A6A00107.wma,1996,주크,패션,패션 기타,패션 기업PR,주크,세상은언제나그대로,(주)제일기획
A6A00108.wma,1996,제일모직(주),패션,정장의류,숙녀정장,멜리사,편안한 아름다음,(주)제일기획
A6A00109.wma,1996,베네통,패션,캐주얼의류,캐주얼웨어,베네통,소리편,(주)제일기획
A6A00110.wma,1996,제일모직(주),패션,정장의류,신사정장,카디날,비접착신사복,(주)제일기획
A6A00111.wma,1996,하이소사이어티,패션,정장의류,신사정장,하이소사이어티,양복점,(주)제일기획
A6A00113.wma,1996,(주)베비라,패션,유아 및 아동복,유아복,베비라,시공모,(주)제일기획
A6A00114.wma,1996,제일모직(주),패션,정장의류,신사정장,하티스트,더블보너스쎄일,(주)제일기획
A6A00115.wma,1996,제일모직(주),패션,정장의류,신사정장,하티스트,겨울보너스쎄일,(주)제일기획
A6A00116.wma,1996,(주)베비라,패션,유아 및 아동복,유아복,베비라,시공모,(주)제일기획
A6A00117.wma,1997,(주)베비라,패션,유아 및 아동복,유아복,베비라,시공모,(주)제일기획
A6A00118.wma,1997,제일모직(주),패션,정장의류,신사정장,하티스트,가격인하,(주)제일기획
A6A00119.wma,1997,(주)새한,패션,정장의류,와이셔츠류,썩세스뷰피,형상기억와이셔츠,(주)제일기획
A6A00120.wma,1996,(주)베비라,패션,유아 및 아동복,유아복,베비라,시공모,(주)제일기획
A6A00121.wma,,코오롱상사(주),패션,패션 기타,패션 기업PR,캐스케이드,젊은낭만,
A6A00122.wma,,(주)파크랜드,패션,패션 기타,패션 기업PR,파크랜드,좋은옷좋은가격,동국CM
A6A00123.wma,,(주)파크랜드,패션,패션 기타,패션 기업PR,파크랜드,거품을뺏습니다,
A6A00124.wma,,고려피혁,패션,신발류,신사숙녀화,쎄르디,발을만족시키는구두,동방기획
A6A00125.wma,,쉬즈쿨,패션,정장의류,숙녀정장,쉬즈쿨,그녀의패션은자유,동방기획
A6A00126.wma,,금강제화,패션,패션 기타,패션 기업PR,버팔로,탄생기념사은행사,애드케이
A6A00127.wma,,루나패션,패션,패션 신변용품,패션 액세사리,루나악세사리,패션악세라리루나,
A6A00128.wma,,동양고무,패션,신발류,스포츠화,프로월드컵,여름정기세일,
A6A00129.wma,,(주)진도,패션,캐주얼의류,캐주얼웨어,끌레베,누가입지,제일프로
A6A00130.wma,,(주)아가방,패션,패션 기타,패션 기업PR,아가방,광주양동아가방개점,한국비젼
A6A00131.wma,,브랑누아,패션,신발류,신사숙녀화,브랑누아,구두한켤레샀지요,
A6A00132.wma,,동산양말,패션,캐주얼의류,케주얼 웨어,BSC,표정자유자재,
A6A00133.wma,,나산실업(주),패션,캐주얼의류,캐주얼웨어,메이폴,언제까지나,키프로
A6A00134.wma,,(주)논노,패션,캐주얼의류,캐주얼웨어,제누디세,12달의감각,동방기획
A6A00135.wma,1994,(주)국제상사,패션,신발류,스포츠화,프로스펙스,정복할것인가정복당할것인가,
A6A00138.wma,1995,브랑누아,패션,신발류,신사숙녀화,브랑누아,자유를위한감각,
A6A00139.wma,1995,(주)쌍방울,패션,캐주얼의류,진웨어,LEE,땀은우리를속이지않는다,
A6A00141.wma,1995,QPS,패션,캐주얼의류,캐주얼웨어,QPS,감성혁명,
A6A00142.wma,1995,오엑스,패션,내의류,남녀 패션내의,오엑스,나를표현하는새로운감성,
A6A00143.wma,1995,니코보코,패션,스포츠 전문복,스포츠웨어,니코보코,스포트세계의모든것,
A6A00144.wma,1993,금강제화,패션,패션 기타,패션 기업PR,버팔로,무한질주,영상인
A6A00145.wma,,금강제화,패션,패션 기타,패션 기업PR,버팔로,자유를위하여,ADK
A6A00147.wma,1994,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,바람이고싶어,(주)대홍기획
A6A00148.wma,1994,미스테이크,패션,캐주얼의류,캐주얼웨어,미스테이크,패션의예측불허,동방기획
A6A00151.wma,,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,면바지,(주)엘지애드
A6A00152.wma,,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,사파리,(주)엘지애드
A6A00153.wma,,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,모직코트,(주)엘지애드
A6A00154.wma,,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,봄이즐겁다,(주)엘지애드
A6A00155.wma,,(주)이랜드,패션,캐주얼의류,캐주얼웨어,헌트,파도소리가묻어난다,(주)엘지애드
A6A00157.wma,,(주)모닝글로리,패션,가방류,학생용 가방,모닝글로리가방,연설편,(주)제일기획
A6A00158.wma,,(주)모닝글로리,패션,가방류,학생용 가방,모닝글로리가방,눈치챘어요,(주)제일기획
A6A00159.wma,,(주)모닝글로리,패션,가방류,학생용 가방,모닝글로리가방,볼수록,(주)제일기획
A6A00160.wma,1991,(주)화승,패션,스포츠 전문복,골프복,캐필드,자연과함께,삼희기획
A6A00161.wma,1991,(주)화승,패션,패션 기타,패션 기업PR,르까프,골드쎄일,삼희기획
A6A00162.wma,1991,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,가격인하,삼희기획
A6A00163.wma,1991,(주)유화,패션,정장의류,신사정장,산마리노,이태리풍,삼희기획
A6A00164.wma,1992,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,자연스런옷,삼희기획
A6A00165.wma,1992,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,자연스러운젊음,삼희기획
A6A00166.wma,1992,(주)화승,패션,패션 기타,패션 기업PR,르까프,터버젯,삼희기획
A6A00167.wma,1992,(주)화승,패션,패션 기타,패션 기업PR,르까프,홈런쎄일,삼희기획
A6A00168.wma,1992,(주)화승,패션,패션 기타,패션 기업PR,르까프,여름세일,삼희기획
A6A00169.wma,1992,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,가격인하,삼희기획
A6A00170.wma,1992,(주)화승,패션,패션 기타,패션 기업PR,르까프,가을정기세일,삼희기획
A6A00171.wma,1992,(주)화승,패션,패션 기타,패션 기업PR,르까프,골드세일,삼희기획
A6A00172.wma,1992,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,신세대새로운사랑법,삼희기획
A6A00173.wma,1993,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,사랑마춤법,삼희기획
A6A00174.wma,,(주)아가방,패션,패션 기타,패션 기업PR,아가방,아가사랑캠페인,삼희기획
A6A00175.wma,1993,(주)화승,패션,패션 기타,패션 기업PR,르까프,세일,삼희기획
A6A00176.wma,1993,(주)화승,패션,패션 기타,패션 기업PR,르까프,홈런쎄일,삼희기획
A6A00177.wma,1993,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,신세대사랑법,삼희기획
A6A00178.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방,기획상품,삼희기획
A6A00179.wma,1993,(주)아가방,패션,패션 기타,패션 기업PR,오즈,세일,삼희기획
A6A00180.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방,출산준비물,삼희기획
A6A00181.wma,1993,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,가격인하,삼희기획
A6A00182.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,라스티,세상을모두가질래요,삼희기획
A6A00183.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방,태교강좌,삼희기획
A6A00184.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방,눈꽃축제,삼희기획
A6A00185.wma,1993,(주)아가방,패션,패션 기타,패션 기업PR,아가방,대전충청체인점모집,삼희기획
A6A00186.wma,1993,(주)아가방,패션,패션 기타,패션 기업PR,아가방,광주전라체인점모집,삼희기획
A6A00187.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방,눈꽃사랑축제,삼희기획
A6A00188.wma,1993,(주)아가방,패션,유아 및 아동복,유아복,아가방오즈,의류30%세일,삼희기획
A6A00189.wma,1994,(주)아가방,패션,유아 및 아동복,유아복,오즈책가방,입학선물,삼희기획
A6A00190.wma,1994,(주)화승,패션,패션 기타,패션 기업PR,르까프,세일,삼희기획
A6A00192.wma,1994,(주)아가방,패션,패션 기타,패션 기업PR,아가방,감사대축제,삼희기획
A6A00193.wma,1994,청보핀토스,패션,캐주얼의류,캐주얼웨어,핀토스,여자가먼저,삼희기획
A6A00194.wma,,(주)화승,패션,패션 기타,패션 기업PR,르까프,세일,삼희기획
A6A00196.wma,1994,(주)화승,패션,패션 기타,패션 기업PR,르까프,르까프노래,삼희기획
A6A00197.wma,1994,청보핀토스,패션,캐주얼의류,캐주얼웨어,핀토스,추동의류가격인하,삼희기획
A6A00198.wma,1995,(주)화승,패션,패션 기타,패션 기업PR,르까프,새학기세일,삼희기획
A6A00199.wma,1993,(주)유화,패션,정장의류,신사정장,산마리노,빛나는열정,나라기획
A6A00200.wma,1993,조영상사(주),패션,정장의류,와이셔츠류,젠우드,편안한드레스셔츠,나라기획
A6A00201.wma,1993,엘크레송,패션,패션 기타,패션 기업,엘크레송,무대조명안,나라기획
A6A00202.wma,1993,노스트라,패션,정장의류,숙녀정장,노스트라,그녀가입은옷,나라기획
A6A00203.wma,1994,신성통상(주),패션,캐주얼의류,캐주얼웨어,올젠,아버지그리움,나라기획
A6A00204.wma,,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,꾸밈없는자유,나라기획
A6A00205.wma,1994,신성통상(주),패션,캐주얼의류,캐주얼웨어,유니온베이,겨울신상품가격인하,나라기획
A6A00206.wma,1991,(주)뱅뱅어패럴,패션,캐주얼의류,캐주얼웨어,뱅뱅,가격인하,(주)대홍기획
A6A00208.wma,1992,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,탄생2주년,(주)대홍기획
A6A00209.wma,1992,세계물산,패션,패션 기타,패션 기업PR,겨울신상품,가격인하,(주)대홍기획
A6A00210.wma,1992,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,가격인하,(주)대홍기획
A6A00211.wma,1993,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,색다른즐거움,(주)대홍기획
A6A00212.wma,1993,세계물산,패션,패션 기타,패션 기업PR,사은행사,사은품증정,(주)대홍기획
A6A00213.wma,1993,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,사은품증정,(주)대홍기획
A6A00214.wma,,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,SONG,(주)대홍기획
A6A00216.wma,1993,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,가격인하,(주)대홍기획
A6A00217.wma,1993,세계물산,패션,패션 기타,패션 기업PR,세계물산,할인대잔치,(주)대홍기획
A6A00218.wma,,쏘시에,패션,패션 기타,패션 기업PR,쏘시에,순천점개점,(주)대홍기획
A6A00219.wma,,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,새봄,(주)대홍기획
A6A00220.wma,1995,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,여름상품전,(주)대홍기획
A6A00221.wma,1995,쏘시에,패션,패션 기타,패션 기업PR,쏘시에,진주점,(주)대홍기획
A6A00223.wma,1995,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,사은행사,(주)대홍기획
A6A00224.wma,1995,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,겨울신상품,(주)대홍기획
A6A00225.wma,1996,(주)이신우,패션,캐주얼의류,캐주얼웨어,이신우광주프라자,패션의중심은나,(주)대홍기획
A6A00226.wma,1996,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,봄신상품,(주)대홍기획
A6A00227.wma,1996,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,마를입자,(주)대홍기획
A6A00228.wma,1996,세계물산,패션,캐주얼의류,캐주얼웨어,옴파로스,여름신상품,(주)대홍기획
ABA00018.wma,1994,(주)안티구아코리아,패션,스포츠 전문복,골프복,안티구아,모든것이골프를위해서,
ABA00035.wma,,트랙스타,패션,신발류,신발류 기타,트랙스타,기능에충실한신발,
AFA00003.wma,1991,진로유통센터,패션,패션 기타,패션 기업PR,진로유통,설날큰잔치,
AFA00004.wma,1991,진로유통센터,패션,패션 기타,패션 기업PR,진로유통,새해첫바겐세일,
AFA00005.wma,1992,진로유통센터,패션,패션 기타,패션 기업PR,진로유통,전시회,
AFA00006.wma,1992,진로유통센터,패션,패션 기타,패션 기업PR,진로유통센타,고객총출동,
AFA00007.wma,1992,진로유통센터,패션,패션 기타,패션 기업PR,진로유통,봄정기바겐세일,
AFA00105.wma,1996,(주)신세영,패션,패션 기타,패션 기업PR,인디안마트,상설할인매장,
AFA00108.wma,1996,(주)신세영,패션,패션 기타,패션 기업PR,인디안마트,실속있는쇼핑문화공간,
