번호,년도,매체구분,매체,대분류,중분류,소분류,광고주,제품,내용
ogilbi-2021,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,"글쎄, 우리 부부를 엑셀스타일이래요"
ogilbi-2022,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,가장 이상적인 승용차 엑셀
ogilbi-2023,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,경제성 높은 엑셀이 더욱 자랑스러워요
ogilbi-2024,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,91년형 엑셀
ogilbi-2025,1990,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,쏘나타 - 자동차의 본고장에서도 호평받고 있습니다
ogilbi-2026,1990,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,91년형 쏘나타
ogilbi-2027,1990,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,2400cc 쏘나나
ogilbi-2028,1990,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,언제나 새로운 느낌 - 쏘나타
ogilbi-2029,1990,신문,기타신문,수송기기,승용자동차,영업용승용차,현대자동차(주),스텔라 1.8택시,스텔라 1.8택시 탄생
ogilbi-2030,1990,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),스텔라 1.8i,스텔라 1.8i
ogilbi-2031,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,스쿠프가 온다
ogilbi-2032,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,스쿠프 - 내삶의 화려한 외출을 예감한다
ogilbi-2033,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,"스쿠프 - 이제, 잠든 나의 열정을 깨운다"
ogilbi-2034,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,"우리의 스쿠프, 이제 세계의 젊음과 만납니다"
ogilbi-2035,1990,신문,기타신문,수송기기,승용자동차,스포츠카,현대자동차(주),스쿠프,멋진 스쿠프 그림그리기 대회
ogilbi-2036,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,"세계는 지금, 스쿠프 열풍"
ogilbi-2037,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,"스쿠프, 바람이 분다 달려야겠다"
ogilbi-2038,1990,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,90년형 현대 포터 등장
ogilbi-2039,1990,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 5톤트럭,현대 5톤트럭 등장
ogilbi-2040,1990,신문,기타신문,수송기기,트럭,중형트럭,현대자동차(주),마이티,현대 2.5톤 마이티
ogilbi-2041,1990,신문,기타신문,수송기기,승합차,중형승합차,현대자동차(주),코러스,코러스 덕분에 모든 일이 술술 풀립니다
ogilbi-2042,1990,신문,기타신문,수송기기,트럭,중형트럭,현대자동차(주),마이티,91년형 현대 2.5톤 마이티
ogilbi-2043,1990,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,미니버스의 오토매틱시대 개막 - 현대 그레이스
ogilbi-2044,1990,신문,기타신문,수송기기,트럭,중형트럭,현대자동차(주),마이티 로우데크,마이티 로우데크 탄생
ogilbi-2045,1990,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,그레이스 - 저의 사업에 마음 든든한 일꾼이죠
ogilbi-2046,1990,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 이것은 하나의 놀라움이다
ogilbi-2047,1990,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,휴먼터치 세단 엘란트라
ogilbi-2048,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,스쿠프 - 누구를 위한 탄생인가
ogilbi-2050,1990,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,"선택의 폭에서도, 단연 엑셀"
ogilbi-2051,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,자동차도 공처럼 물렁물렁하면 참 안전할텐데…
ogilbi-2052,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,현대자동차(주),기업PR,신입영업직 사원모집
ogilbi-2053,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,개발센터 시험2부
ogilbi-2054,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,태양의 힘으로 가는 자동차가 있다면 정말 좋겠다
ogilbi-2055,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,물위로 달리는 자동차가 있다면 정말 신날텐데…
ogilbi-2056,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,형 하늘위로 날으는 자동차는 만들수 없는거야
ogilbi-2057,1990,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,키트처럼 혼자서 움직이는 자동차를 만들고 싶어요
조선광고대상0563,1991,신문,조선일보,수송기기,수송기기 기타,수송기기 기업PR,삼성중공업(주),기업PR,기술로 움직이고 투지로 밀고간다
중앙광고대상0392,1991,신문,중앙일보,수송기기,승용자동차,소형승용차,기아자동차(주),프라이드,보이지 않는 부분에도 안전이 보인다
중앙광고대상0397,1991,신문,중앙일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,이것이 국민차 이것이 티코
중앙광고대상0403,1991,신문,중앙일보,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,작은 꿈 하나라도 소홀히 하지 않는거야
중앙광고대상0408,1991,신문,중앙일보,수송기기,수송기기 기타,수송기기 기업PR,삼성중공업(주),기업PR,기술로 꿈을 이룬다
중앙광고대상0420,1991,신문,중앙일보,수송기기,수송기기 기타,수송기기 기업PR,타이항공,기업PR,서울-로스앤젤리스 논스톱 운항개시
donga-0202,1991,신문,동아일보,수송기기,승용자동차,경승용차,아시아자동차공업(주),타우너,골목길이 문제라구요
donga-0203,1991,신문,동아일보,수송기기,승용자동차,경승용차,아시아자동차공업(주),타우너,타우너는 저금통
KAA1992 (1),1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,나에게 필요한 것-고성능 엘란트라
KAA1992 (150),1991,신문,기타신문,수송기기,승용자동차,경승용차,대우자동차(주),티코,이것이 국민차 이것이 티코
KAA1992 (151),1991,신문,기타신문,수송기기,승용자동차,경승용차,대우자동차(주),티코,1년에 유류비 절감 2조원
KAA1992 (168),1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,삼성중공업(주),기업PR,기술이 힘으로 태어난다
KAA1992 (169),1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,삼성중공업(주),기업PR,기술도 꿈을 꾼다
KAA1992 (170),1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,삼성중공업(주),기업PR,기술의 신비를 캔다
KAA1992 (2),1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,정상을 향해서 달리는
KAA1992 (248),1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,삶이 더욱 여유롭다
KAA1992 (249),1991,신문,기타신문,수송기기,승용자동차,경승용차,아시아자동차공업(주),타우너,행복을 배달하세요
KAA1992 (3),1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,새 아침의 소원
KAA1992 (6),1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,경제운전이 일등운전입니다
KAA1992 (75),1991,신문,기타신문,수송기기,승용자동차,중형승용차,대우자동차(주),프린스,프린스 안전도 어떻게 다른가
KAA1992 (8),1991,신문,기타신문,수송기기,승용자동차,지프,현대자동차(주),갤로퍼,갤로퍼가 온다
KAA1992 (9),1991,신문,기타신문,수송기기,승용자동차,지프,현대자동차(주),갤로퍼,갤로퍼 탄생
KAA1992 (94),1991,신문,기타신문,수송기기,오토바이,소형오토바이,효성기계공업(주),효성 스즈끼,자신있다. 힘이 있으니까
ogilbi-0232,1991,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,"성능으로 평가받는 차, 안전을 입증받은 차 - 콩코드"
ogilbi-0233,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,저희 가족은 캐피탈로 새해설계를 합니다
ogilbi-0234,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,"고객의 웃음, 기아의 보람"
ogilbi-0236,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,새로워진 캐피틸로 안전하게 다녀오세요
ogilbi-0237,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,캐피탈 1500 DOHC
ogilbi-0238,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,아빠들이 자동차를 만듭니다
ogilbi-0239,1991,신문,기타신문,수송기기,수입자동차,수입승용차,기아자동차(주),링컨 컨티넨탈,링컨 컨티넨탈
ogilbi-0240,1991,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,명차-신형 콩코드
ogilbi-0241,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,안전성도 그만입니다
ogilbi-0242,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,나는 누구앞에서도 자랑스럽다
ogilbi-0243,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,아빠의 사랑처럼 넓고 포근해요
ogilbi-0244,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,10분 늦게 귀가하는 아빠가 진자 애처가입니다
ogilbi-0245,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,기아자동차(주),기업PR,91 기아 고객캠프촌 무료개장
ogilbi-0246,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,앞선정비기술을 나누어 드립니다
ogilbi-0247,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,찧는 방아도 손이 드나들어야 한다
ogilbi-0248,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,아내의 만족이 더 큽니다
ogilbi-0249,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,승차감 하나에도 높은 가치가 있습니다
ogilbi-0250,1991,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,택시는 역시 콩코드 택시죠
ogilbi-0251,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,기아자동차(주),기업PR,미래의 기아인을 찾습니다
ogilbi-0252,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,기아 카세일즈전문가로 앞서 가십시오
ogilbi-0253,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,역시 캐피탈
ogilbi-0254,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,91품질관리대상 수상
ogilbi-0255,1991,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,92년형 캐피탈 판매개시
ogilbi-0256,1991,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,"콩코드 성능, 콩코드 품격"
ogilbi-0257,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,행복을 만드는 자동차회사
ogilbi-0258,1991,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),세이블,"에어백 소문, 실감했습니다"
ogilbi-2058,1991,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타,"현대, 쏘나타와 함께 콧노래를…"
ogilbi-2059,1991,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),쏘나타 골드,안전의 차원이 다르다 - 쏘나타 골드
ogilbi-2063,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,자만하다 큰 코 다칠라
ogilbi-2064,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,"출발전, 차를 한번 돌아보세요"
ogilbi-2065,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,"3천리가 한마당, 7천만이 한마음"
ogilbi-2066,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,최고의 차로 다듬는 손길
ogilbi-2067,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,과학적인 예술가 꿀벌
ogilbi-2068,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,현대자동차 알파엔진 산업훈장 수상
ogilbi-2069,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,요란스런 겉치장보다 처음 생산된 그대로가 좋습니다
ogilbi-2070,1991,신문,기타신문,수송기기,승합차,승합차 기타,현대자동차(주),뉴에어로버스,"현대 뉴에어로버스, 더욱 새로워졌습니다"
ogilbi-2071,1991,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 중형트럭,강하고 튼튼하다 현대 중형트럭
ogilbi-2072,1991,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 5톤 덤프트럭,현대 5톤 덤프트럭
ogilbi-2073,1991,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 믹서트럭/콘크리트 펌프카,탁월한 성능으로 건설현장을 압도한다
ogilbi-2074,1991,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스 그랜드 살롱,마침내 미니버스의 고급화시대가 열렸다
ogilbi-2075,1991,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 마이티 세이프티 로더,현대 마이티 세이프티 로더
ogilbi-2076,1991,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 4톤 렉커트럭,현대 5톤 렉커트럭
ogilbi-2077,1991,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 특장차,현대 특장차
ogilbi-2078,1991,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),뉴쏘나타,뉴쏘나타 탄생
ogilbi-2079,1991,신문,기타신문,수송기기,승용자동차,영업용승용차,현대자동차(주),스텔라 택시,스텔라 택시탄생
ogilbi-2080,1991,신문,기타신문,수송기기,승용자동차,중형승용차,현대자동차(주),소나타 DOHC,소나타 DOHC 탄생
ogilbi-2081,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,스쿠프 - 달리는 나의 삶은 자유
ogilbi-2082,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프 알파-12V,스쿠프 알파-12V 탄생
ogilbi-2083,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프 터보,스쿠프 터보 - 승용차의 터보시대 개막
ogilbi-2084,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프 터보,터보파워로 달린다 - 스쿠프 터보
ogilbi-2085,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프 터보,눈부신 설원을 가른다 - 스쿠프 터보
ogilbi-2086,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,"지금, 승용차는 경제형 엑셀"
ogilbi-2087,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀 - 왜 6년 연속 베스트셀러인가
ogilbi-2088,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀R,국내 최저가 승용차 - 엑셀R 탄생
ogilbi-2089,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),뉴엑셀,뉴엑셀 탄생
ogilbi-2090,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),뉴엑셀,"뉴엑셀 3도어, 5도어 탄생"
ogilbi-2091,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,"멋진여름, 엑셀 출발"
ogilbi-2092,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,200만대 생산의 보이지 않는 노하우가 담겨 있습니다
ogilbi-2093,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀밴,다목적 엑셀밴 탄생
ogilbi-2094,1991,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,수출 100개국 돌파 
ogilbi-2095,1991,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 5톤트럭,현대 5톤트럭 - 힘이 좋습니다
ogilbi-2096,1991,신문,기타신문,수송기기,승합차,승합차 기타,현대자동차(주),현대 에어로 씨티버스,현대 에어로 씨티버스 탄생
ogilbi-2097,1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,126마력 - DOHC 엘란트라
ogilbi-2098,1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 호주 국제 카레이스에서 연속 우승
ogilbi-2099,1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 1.6GLi 탄생
ogilbi-2100,1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 국제 자동차 경주대회에서 우승
ogilbi-2101,1991,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 정말 멋진 차입니다
ogilbi-2102,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,하이테크의 숨결이 깃든 단1장의 엔진 설계도
ogilbi-2103,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,오빠 맹물로 가는 자동차가 있다면 참 좋을거야
ogilbi-2104,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,새 아침의 소원
ogilbi-2105,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,이제 카 세일즈도 전문가 시대
ogilbi-2106,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,현대자동차(주),기업PR,신입 영업사원 및 부녀 영업사원 모집
ogilbi-2107,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,현대자동차 - 올해의 자동차 회사상 수상
ogilbi-2108,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,"해시계, 물시계, 측우기… 그리고 알파엔진"
ogilbi-2109,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,무한대의 첨단 자동차기술에 도전하는 사람들
ogilbi-2110,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,자동차 한국의 꿈이 시작되는 곳입니다
ogilbi-2111,1991,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,현대자동차(주),기업PR,첨단 엔진의 개발 프로젝트를 이끄는 작전지휘소
조선광고대상0596,1992,신문,조선일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,"나는 애국자,티코는 애국차"
조선광고대상0599,1992,신문,조선일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,토큰2개면 하루차비 끝
중앙광고대상0426,1992,신문,중앙일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,티코선풍
중앙광고대상0429,1992,신문,중앙일보,수송기기,승용자동차,스포츠카,현대자동차(주),뉴-스쿠프,터보 스포츠카
중앙광고대상0434,1992,신문,중앙일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,추기경님 이야기
중앙광고대상0438,1992,신문,중앙일보,수송기기,승용자동차,경승용차,대우자동차(주),티코,틈만 보이면 주차장
중앙광고대상0441,1992,신문,중앙일보,수송기기,승용자동차,경승용차,기아자동차(주),타우너,타우너는 저금통
중앙광고대상0442,1992,신문,중앙일보,수송기기,승용자동차,경승용차,기아자동차(주),타우너,골목길이 문제라구요
중앙광고대상0447,1992,신문,중앙일보,수송기기,승용자동차,지프,우성산업(주),지프,"지프형차는 많습니다,그러나 JEEP은 하나뿐"
ogilbi-0259,1992,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,새로운 안전을 경험한다 92년형 콩코드
ogilbi-0260,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,새해엔 더 큰 행복을 가져가세요
ogilbi-0261,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,밝은 웃음을 함께 나누고 싶습니다
ogilbi-0262,1992,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),세이블,92년형 퍼스트클라스세단 세이블
ogilbi-0263,1992,신문,기타신문,수송기기,수입자동차,수입승용차,기아자동차(주),링컨 타운카,링컨 타운카
ogilbi-0265,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),프라이드,프라이드를 가지십시오
ogilbi-0266,1992,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,비교할 차는 많습니다. 경쟁할 차는 없습니다 - 포텐샤
ogilbi-0267,1992,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,만족의 깊이가 다릅니다 - 콩코드 2.0GTX
ogilbi-0268,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,캐피탈 - 아내가 추천하고 부러움은 제가 받습니다
ogilbi-0269,1992,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,콩코드 - 계약전에 10명에게 물어보았다
ogilbi-0270,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,기아자동차(주),기업PR,신입 영업직 사원모집
ogilbi-0271,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,캐피탈 - 차가 넓으니까 마음까지 넓어지는 것 같아요
ogilbi-0272,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,"세피아 - 아름답다, 그리고 강하다"
ogilbi-0273,1992,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,최고의 예우를 위한 차 - 포텐샤
ogilbi-0274,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),캐피탈,캐피탈로 느끼는 행복만족
ogilbi-0275,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,거침없는 파워를 눈으로 확인했다 - 세피아
ogilbi-0276,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,눈으로 감동 달리면서 감동 도시의 바람 - 세피아
ogilbi-0277,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,기아자동차(주),기업PR,제29회 동경모터쇼
ogilbi-0278,1992,신문,기타신문,수송기기,수입자동차,수입승용차,기아자동차(주),링컨 타운카,링컨 타운카
ogilbi-0279,1992,신문,기타신문,수송기기,승용자동차,중형승용차,기아자동차(주),콩코드,편안한 직장 - 콩코드 택시
ogilbi-0280,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,92품질관리대상 수상 - 서비스에도 품질이 있습니다
ogilbi-0281,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,기아자동차 서비스를 편리하게 받는방법 8가지
ogilbi-0282,1992,신문,기타신문,수송기기,승용자동차,대형승용차,기아자동차(주),포텐샤,포텐샤 정상회담
ogilbi-0283,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,기아자동차가 종합설비관리(TPM) 최우수상을 수상했습니다.
ogilbi-0284,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업공고,기아자동차(주),기업PR,도전하는 기아인 - 신입사원 모집
ogilbi-0285,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,95개의 기아써비스
ogilbi-0286,1992,신문,기타신문,수송기기,수송기기 기타,수송기기 기업PR,기아자동차(주),기업PR,좋은차 - 좋은 꿈을 주는 회사
ogilbi-0287,1992,신문,기타신문,수송기기,승용자동차,소형승용차,기아자동차(주),세피아,"세피아 - 단, 11.3초면 충분합니다"
ogilbi-2112,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),스쿠프,스쿠프 이기회를 놓칠 수 없다
ogilbi-2113,1992,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 수출 2년만에 160개국 진출
ogilbi-2114,1992,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 국내유일의 고속주회로를 달린다
ogilbi-2115,1992,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,"우리의 엘란트라 이제,파리를 달립니다"
ogilbi-2116,1992,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,92년 판매1위의 승용차
ogilbi-2117,1992,신문,기타신문,수송기기,승용자동차,준중형승용차,현대자동차(주),엘란트라,엘란트라 - 각종경주대회 우승
ogilbi-2118,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,현대 포터 - 인기비결 3가지
ogilbi-2119,1992,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 탱크로리,다양한 차종 - 현대 탱크로리
ogilbi-2120,1992,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,다재다능 - 현대 그레이스
ogilbi-2121,1992,신문,기타신문,수송기기,트럭,트럭 제품종합,현대자동차(주),현대 중형트럭,동급최강 - 현대 중형트럭
ogilbi-2122,1992,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 SL탱크로리,국내최대용량 - 현대 SL탱크로리
ogilbi-2123,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,파워하면 단연 현대 포터죠
ogilbi-2124,1992,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,그레이스 신화 7가지성공포인트
ogilbi-2125,1992,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스LPG,정상의 파워 - 그레이스LPG
ogilbi-2126,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,포터 - 4번 놀랐습니다
ogilbi-2127,1992,신문,기타신문,수송기기,승합차,소형승합차,현대자동차(주),그레이스,그레이스 - 인기있는 5가지 이유
ogilbi-2128,1992,신문,기타신문,수송기기,트럭,소형트럭,현대자동차(주),포터,포터로 올여름을 시원하게
ogilbi-2129,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀GS,엑셀GS 무엇이다른가
ogilbi-2130,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀이 말씀드립니다
ogilbi-2131,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,엑셀에만 있는 장점 - 눈여겨 볼만한 7가지
ogilbi-2132,1992,신문,기타신문,수송기기,승용자동차,소형승용차,현대자동차(주),엑셀,"8년째, 베스트셀러를 향해 달립니다 - 엑셀"
ogilbi-2133,1992,신문,기타신문,수송기기,특수자동차,특수자동차 제품종합,현대자동차(주),현대 환경보존특장차,현대 환경보존특장차가 지켜갑니다
